OBJECTID,SGMN_NAME,CTGR,NMBR,STDY_NAME,SHAPESTLength
353,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,75.76094639
354,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,257.9641497
355,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,76.04506288
356,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,57.84641196
357,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,75.20498037
358,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,259.3725815
359,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,33.12102429
360,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,27.00445611
361,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,24.70557751
362,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,49.29894939
363,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,33.38387465
364,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,104.7856639
365,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,14.35796534
366,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,155.0159783
367,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,29.64046637
368,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,67.18019885
369,QUEENS ROAD,S2,17c,VICTORIA AND BEACH ROADS,6.438312849
370,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,164.9144143
371,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,92.1552222
372,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,60.56224783
373,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,48.52422577
374,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,45.18659377
375,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,40.94510101
376,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,247.039725
377,UPPER BUITENGRAGHT STREET,S2,24b,BUITENGRACHT STREET,162.0778476
378,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,339.1495222
379,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,60.19831159
380,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,25.33731009
381,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,35.32478346
382,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,45.81336074
383,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,18.55164118
384,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,47.72993417
385,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,37.8828211
386,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,57.75422419
387,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,67.41807553
388,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,8.847526653
389,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,35.90815118
390,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,61.40929851
391,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,80.53809182
392,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,53.46041086
393,DE WAAL DRIVE,S1,22a,DE WAAL DRIVE,12.46225786
394,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,69.92926006
395,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,23.42781345
396,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,57.74550871
397,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,449.6102286
398,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,95.45941896
399,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,92.12565951
400,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,348.4500838
401,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,382.0046161
402,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,7.833759116
403,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,1244.096722
404,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,224.9393992
405,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,1910.514683
406,KLOOF NEK ROAD,S2,24a,KLOOF NEK ROAD,416.6390445
407,KLOOF ROAD,S1,23c,KLOOF ROAD,31.99835473
408,DE WAAL DRIVE M3,S1,22a,DE WAAL DRIVE,1240.13543
409,ROUND HOUSE ROAD,S1,23c,KLOOF ROAD,208.1008338
410,KLOOF ROAD,S1,23c,KLOOF ROAD,514.3564289
411,KLOOF ROAD,S1,23c,KLOOF ROAD,24.28619549
412,KLOOF ROAD,S1,23c,KLOOF ROAD,108.2282138
413,KLOOF ROAD,S1,23c,KLOOF ROAD,78.91851773
414,KLOOF ROAD,S1,23c,KLOOF ROAD,397.5351276
415,KLOOF ROAD,S1,23c,KLOOF ROAD,264.1440451
416,KLOOF ROAD,S1,23c,KLOOF ROAD,355.1240747
417,KLOOF ROAD,S1,23c,KLOOF ROAD,201.1712177
418,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,539.9714721
419,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,39.22962461
420,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,77.37888027
421,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,8.066143877
422,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,721.2683237
423,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,298.1827505
424,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,283.6251689
425,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,37.18124841
426,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,75.25238258
427,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,76.58887428
428,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,74.46127086
429,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,419.5836486
430,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,203.710634
431,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,68.62328705
432,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,45.90488186
433,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,55.24339552
434,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,81.39890563
435,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,64.81032667
436,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,48.10324424
437,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,205.0557819
438,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,174.817217
439,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,24.99408862
440,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,483.6385894
441,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,44.0337562
442,CAMPS BAY DRIVE,S1,18b,CAMPS BAY DRIVE,51.94538943
443,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,225.5696834
444,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,192.9530885
445,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,54.66460468
446,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,54.51774669
447,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,151.6795999
448,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,691.1997526
449,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,75.52749105
450,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,246.6110454
451,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,580.1758399
452,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,36.74081139
453,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,30.83989185
454,CAMPS BAY DRIVE,S2,18a,CAMPS BAY DRIVE,128.1244956
455,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,207.2541303
456,RHODES AVENUE,S2,19,RHODES AVENUE,56.30604431
457,RHODES AVENUE,S2,19,RHODES AVENUE,65.88429462
458,RHODES AVENUE,S2,19,RHODES AVENUE,78.89111093
459,RHODES AVENUE,S2,19,RHODES AVENUE,84.32718134
460,RHODES AVENUE,S2,19,RHODES AVENUE,74.28022147
461,RHODES AVENUE,S2,19,RHODES AVENUE,78.52191229
462,RHODES AVENUE,S2,19,RHODES AVENUE,83.96572419
463,RHODES AVENUE,S2,19,RHODES AVENUE,76.70114713
464,RHODES AVENUE,S2,19,RHODES AVENUE,252.427305
465,RHODES AVENUE,S2,19,RHODES AVENUE,153.5604083
466,RHODES DRIVE,S2,19,RHODES AVENUE,73.45958687
467,RHODES DRIVE,S2,19,RHODES AVENUE,14.4994142
468,RHODES DRIVE,S2,19,RHODES AVENUE,75.23488272
469,RHODES DRIVE,S2,19,RHODES AVENUE,17.89601915
470,RHODES DRIVE,S2,19,RHODES AVENUE,60.48831455
471,RHODES DRIVE,S2,19,RHODES AVENUE,75.88032055
472,RHODES DRIVE,S2,19,RHODES AVENUE,15.55436783
473,RHODES DRIVE,S2,19,RHODES AVENUE,845.9919298
474,RHODES DRIVE,S2,19,RHODES AVENUE,189.9937355
475,RHODES DRIVE,S2,19,RHODES AVENUE,63.37642879
476,RHODES DRIVE,S2,19,RHODES AVENUE,32.69614969
477,RHODES DRIVE,S2,19,RHODES AVENUE,82.63673268
478,RHODES DRIVE,S2,19,RHODES AVENUE,663.317727
479,RHODES DRIVE,S2,19,RHODES AVENUE,3821.008862
480,HOUT BAY ROAD,S2,19,RHODES AVENUE,13.54360168
481,HOUT BAY ROAD,S2,19,RHODES AVENUE,56.10365883
482,HOUT BAY ROAD,S2,14,CONSTANTIA MAIN ROAD,56.4429294
